log.lll	log.llw	log.ull	log.ulw	log.ctl	log.ctw
1.96330426569976	1.92039720579846	1.67748926503624	0.499400363320084	2.20749357162725	1.04179910340474
2.19146587249639	2.11236248675294	1.72986832023551	0.597255709237283	2.31389808762379	1.00002862910014
1.70924429909762	1.64299930480582	1.50446857385962	0.385499320130817	2.12995827746716	0.843193446785716
2.00853035455445	1.87743939050665	1.7222720011631	0.447776839707421	2.24778783469765	1.06163734436978
1.85447999247249	1.71487468009531	1.46666745032451	0.553662314961915	2.01501095651265	0.818451720118104
2.25004070182923	2.16637700099405	1.77232747327229	0.530954224414263	2.15484391446694	0.960208262877691
2.10311426709372	1.77567323113038	1.70888132567932	0.440354740713058	2.16101454332295	0.944702400481429
1.99198730784802	1.87268575179082	1.5753698864667	0.35315856867827	2.07390662628133	0.907144809808814
2.16320306148837	2.05757977841897	1.74335793510114	0.528601841106115	2.29207110633085	1.01866045423225
2.22180747644796	2.14964199193812	1.78035501907369	0.532589165300878	2.14517042555029	1.02154143673936
2.26771967835356	2.17178547191426	1.78734016168934	0.546374056504968	2.25013729893356	1.10791837201687
2.21528735309933	2.10193549155094	1.68336211424869	0.48102018184927	2.2069120108729	1.04456246936471
2.11994167147597	1.96599678792348	1.70305396201502	0.458346914936139	2.11871265789247	1.02154052716714
2.10786034633707	1.84692640141605	1.78235047809344	0.543438855642204	2.19479397065944	1.09514031160744
2.25229543510015	2.15460009854886	1.73177260492699	0.466681608815181	2.28687472536731	0.996245058040266
2.25331194174364	2.1119059904027	1.76460518876615	0.463367976783954	2.26134173116976	0.989815449575261
2.09411263637425	1.7628777956192	1.76743797084057	0.448501880096012	2.1959373038002	1.02176895859001
1.9384249883864	1.71143302127525	1.5300306030164	0.226342194978292	2.05013180024072	0.903659792789608
2.02236205290135	1.89684655459694	1.63042469796101	0.387897019831596	2.09057108663819	0.915311199064803
1.88981895630556	1.72770610300302	1.49149514309803	0.305314058668791	2.03109375591639	0.752913509108331
2.14132898740507	2.059299201112	1.63930541359433	0.443263437881254	2.24899763672284	0.959894889535517
1.9129940970143	1.81603785779786	1.61013988166014	0.397500141743736	2.11826741843924	0.91663072393471
2.22749393898539	2.08552681239474	1.77820645724313	0.476931425835591	2.22687744891988	1.07037440732794
2.24056988340323	2.14344410449646	1.77695274626278	0.441862598915732	2.2627032601265	0.993147631871184
2.22106453356662	2.00914241746233	1.73641245128172	0.419602088430807	2.25241517371731	0.913056298213189
2.10393853224922	1.91433419048833	1.67540149958586	0.453526947315751	2.14011766896444	1.03574317203285
2.20552646399812	2.09796577827752	1.76527528225632	0.555309181700883	2.15575550557964	0.960169804675048
2.12817583026778	1.92647564282865	1.68929178544501	0.429091724278349	2.07214730852677	0.942731056057977
2.17492651665383	1.96852134909486	1.79063889122397	0.518549260561029	2.23623316484932	0.96557140161311
1.87172447946658	1.82188694613283	1.46620262037408	0.316575490055139	2.0332397676564	0.901023709606637
2.1314686488538	1.736357136507	1.72176521293589	0.455599030072725	2.21473862989843	0.942906073768981
1.91569793684406	1.69362838263715	1.47479840424426	0.421551290159978	2.13496534855693	0.841686919733927
2.14830553594658	1.79911613668208	1.72285291749029	0.443141466756928	2.24158316341978	0.998838902779242
1.95089256799466	1.7412842514664	1.58470564859309	0.34549357381269	2.04391388691212	0.879494353175536
2.2332446993939	2.12460961518423	1.78441371747979	0.481190070893061	2.27617130017135	0.896887515045832
2.16058268625641	1.97391368399909	1.67664451909243	0.495587557544967	2.17230270275717	1.04181798883027
2.18068922734449	2.06195786225703	1.73312689913244	0.37917788105594	2.21805049984094	0.967769137181951
2.27452513054446	2.13862905927242	1.74840185212791	0.541619351366738	2.27107494804166	0.986860937127479
2.26032269730255	2.15886647789669	1.85512260134251	0.477689709894331	2.17802374464314	1.10246318857829
2.19865746394448	1.98924106883635	1.7067327625324	0.538583681255131	2.20697647338284	0.974974252726449
2.11848753582712	1.98931061794465	1.67802847024967	0.447600694847319	2.17881828217108	1.11476022693296
1.8448649634393	1.65490823254095	1.50456928937082	0.342067309073346	1.94437230297143	0.928071059472335
2.08141835696959	1.91088838566865	1.7251842875524	0.46333555527345	2.22988084710124	1.05390080501756
2.13486557079817	1.74240566572745	1.7162730779552	0.284754018456424	2.09642369354692	0.978592267534335
2.00816288709594	1.82092768015374	1.61548133864163	0.343151993806914	2.02622215563337	0.872454435986633
2.24220235767825	2.05843365745405	1.83781991476471	0.521276229669694	2.12443042398119	0.934454561004773
2.0822702116039	1.97581098292248	1.72697850051714	0.445334257573645	2.1564750658529	1.0288539598452
2.23396689969859	1.62397499498549	1.73038999102664	0.36667195322201	2.21538109631037	1.04524775257007
2.12408898509869	1.82686520696158	1.70482042516614	0.408285933862243	2.14255327503411	0.978033160589518
1.98859596632844	1.81788790556461	1.52386427950931	0.398216770890096	2.05709836690906	0.893982676811875

