survival	gestation.time	weight
1	-0.626014	-0.109544
1	-0.626014	-0.109544
1	-0.626014	-0.109544
1	-0.626014	-0.109544
1	-0.626014	-0.109544
1	-0.626014	0.0820271
1	-0.626014	0.0820271
1	-0.626014	0.273599
1	-0.626014	0.273599
1	-0.626014	0.273599
1	-0.626014	0.273599
1	-0.626014	0.273599
1	-0.626014	0.273599
1	-0.626014	0.273599
1	-0.626014	0.273599
1	-0.626014	0.273599
0	-0.626014	0.273599
1	-0.626014	0.46517
1	-0.626014	0.46517
0	-0.626014	0.46517
1	-0.626014	0.656742
1	-0.626014	0.656742
1	-0.626014	0.656742
1	-0.626014	0.656742
1	-0.626014	0.656742
1	-0.626014	0.848314
1	-0.626014	0.848314
1	-0.626014	0.848314
1	-0.626014	1.03989
0	-0.49731	-1.45055
1	-0.49731	-1.0674
0	-0.49731	-1.0674
1	-0.49731	-0.875831
1	-0.49731	-0.875831
1	-0.49731	-0.875831
1	-0.49731	-0.875831
0	-0.49731	-0.875831
0	-0.49731	-0.875831
0	-0.49731	-0.875831
0	-0.49731	-0.875831
1	-0.49731	-0.684259
1	-0.49731	-0.684259
1	-0.49731	-0.684259
1	-0.49731	-0.684259
0	-0.49731	-0.684259
1	-0.49731	-0.492688
1	-0.49731	-0.492688
1	-0.49731	-0.492688
1	-0.49731	-0.492688
1	-0.49731	-0.492688
1	-0.49731	-0.301116
1	-0.49731	-0.301116
1	-0.49731	-0.301116
1	-0.49731	-0.301116
1	-0.49731	-0.301116
1	-0.49731	-0.301116
1	-0.49731	-0.301116
1	-0.49731	-0.301116
1	-0.49731	-0.109544
1	-0.49731	-0.109544
1	-0.49731	-0.109544
1	-0.49731	-0.109544
1	-0.49731	-0.109544
1	-0.49731	-0.109544
1	-0.49731	-0.109544
1	-0.49731	-0.109544
1	-0.49731	-0.109544
1	-0.49731	-0.109544
1	-0.49731	-0.109544
1	-0.49731	-0.109544
1	-0.49731	-0.109544
1	-0.49731	-0.109544
1	-0.49731	-0.109544
1	-0.49731	-0.109544
1	-0.49731	-0.109544
1	-0.49731	0.0820271
1	-0.49731	0.0820271
1	-0.49731	0.0820271
1	-0.49731	0.0820271
1	-0.49731	0.0820271
1	-0.49731	0.0820271
1	-0.49731	0.273599
1	-0.49731	0.273599
1	-0.49731	0.273599
1	-0.49731	0.273599
1	-0.49731	0.273599
1	-0.49731	0.273599
1	-0.49731	0.273599
1	-0.49731	0.273599
0	-0.49731	0.273599
0	-0.49731	0.273599
1	-0.49731	0.46517
1	-0.49731	0.46517
1	-0.49731	0.46517
1	-0.49731	0.46517
1	-0.49731	0.46517
1	-0.49731	0.46517
1	-0.49731	0.46517
1	-0.49731	0.46517
1	-0.49731	0.46517
1	-0.49731	0.46517
0	-0.49731	0.46517
1	-0.49731	0.656742
1	-0.49731	0.656742
1	-0.49731	0.656742
1	-0.49731	0.656742
1	-0.49731	0.848314
1	-0.49731	0.848314
1	-0.49731	1.03989
0	-0.368607	-1.64212
0	-0.368607	-1.45055
0	-0.368607	-1.25897
0	-0.368607	-1.25897
0	-0.368607	-1.25897
0	-0.368607	-1.25897
1	-0.368607	-1.0674
1	-0.368607	-1.0674
1	-0.368607	-1.0674
1	-0.368607	-1.0674
0	-0.368607	-1.0674
0	-0.368607	-1.0674
0	-0.368607	-1.0674
1	-0.368607	-0.875831
1	-0.368607	-0.875831
1	-0.368607	-0.684259
1	-0.368607	-0.684259
1	-0.368607	-0.684259
1	-0.368607	-0.684259
1	-0.368607	-0.684259
1	-0.368607	-0.684259
1	-0.368607	-0.492688
1	-0.368607	-0.492688
1	-0.368607	-0.492688
1	-0.368607	-0.492688
1	-0.368607	-0.492688
1	-0.368607	-0.492688
1	-0.368607	-0.492688
1	-0.368607	-0.492688
1	-0.368607	-0.492688
1	-0.368607	-0.492688
1	-0.368607	-0.492688
0	-0.368607	-0.492688
0	-0.368607	-0.492688
1	-0.368607	-0.301116
1	-0.368607	-0.301116
1	-0.368607	-0.301116
1	-0.368607	-0.301116
1	-0.368607	-0.301116
1	-0.368607	-0.301116
1	-0.368607	-0.301116
1	-0.368607	-0.301116
1	-0.368607	-0.301116
1	-0.368607	-0.301116
1	-0.368607	-0.301116
1	-0.368607	-0.301116
1	-0.368607	-0.301116
1	-0.368607	-0.301116
1	-0.368607	-0.301116
1	-0.368607	-0.301116
1	-0.368607	-0.301116
1	-0.368607	-0.301116
0	-0.368607	-0.301116
1	-0.368607	-0.109544
1	-0.368607	-0.109544
1	-0.368607	-0.109544
1	-0.368607	-0.109544
1	-0.368607	-0.109544
1	-0.368607	-0.109544
1	-0.368607	-0.109544
1	-0.368607	-0.109544
1	-0.368607	-0.109544
1	-0.368607	-0.109544
1	-0.368607	-0.109544
1	-0.368607	-0.109544
1	-0.368607	-0.109544
1	-0.368607	-0.109544
1	-0.368607	-0.109544
1	-0.368607	-0.109544
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
1	-0.368607	0.0820271
0	-0.368607	0.0820271
1	-0.368607	0.273599
1	-0.368607	0.273599
1	-0.368607	0.273599
1	-0.368607	0.273599
1	-0.368607	0.273599
1	-0.368607	0.273599
1	-0.368607	0.273599
1	-0.368607	0.273599
1	-0.368607	0.273599
1	-0.368607	0.273599
1	-0.368607	0.273599
1	-0.368607	0.273599
1	-0.368607	0.273599
1	-0.368607	0.273599
1	-0.368607	0.46517
1	-0.368607	0.46517
1	-0.368607	0.46517
1	-0.368607	0.46517
1	-0.368607	0.46517
1	-0.368607	0.46517
1	-0.368607	0.46517
1	-0.368607	0.46517
1	-0.368607	0.46517
1	-0.368607	0.46517
1	-0.368607	0.46517
1	-0.368607	0.656742
1	-0.368607	0.656742
1	-0.368607	0.656742
1	-0.368607	0.656742
1	-0.368607	0.656742
1	-0.368607	0.656742
1	-0.368607	0.656742
1	-0.368607	0.656742
1	-0.368607	0.656742
1	-0.368607	0.848314
1	-0.368607	0.848314
1	-0.368607	0.848314
1	-0.368607	0.848314
1	-0.368607	1.03989
1	-0.368607	1.03989
1	-0.368607	1.03989
1	-0.368607	1.42303
1	-0.239903	-1.25897
1	-0.239903	-1.25897
0	-0.239903	-1.25897
0	-0.239903	-1.25897
1	-0.239903	-1.0674
1	-0.239903	-1.0674
1	-0.239903	-1.0674
1	-0.239903	-0.875831
1	-0.239903	-0.875831
1	-0.239903	-0.875831
1	-0.239903	-0.684259
1	-0.239903	-0.684259
1	-0.239903	-0.684259
1	-0.239903	-0.684259
1	-0.239903	-0.684259
1	-0.239903	-0.684259
1	-0.239903	-0.684259
0	-0.239903	-0.684259
1	-0.239903	-0.492688
1	-0.239903	-0.492688
1	-0.239903	-0.492688
1	-0.239903	-0.492688
1	-0.239903	-0.492688
1	-0.239903	-0.492688
1	-0.239903	-0.492688
1	-0.239903	-0.492688
0	-0.239903	-0.492688
0	-0.239903	-0.492688
1	-0.239903	-0.301116
1	-0.239903	-0.301116
1	-0.239903	-0.301116
1	-0.239903	-0.301116
1	-0.239903	-0.301116
1	-0.239903	-0.301116
1	-0.239903	-0.301116
1	-0.239903	-0.301116
1	-0.239903	-0.301116
1	-0.239903	-0.301116
1	-0.239903	-0.301116
1	-0.239903	-0.301116
1	-0.239903	-0.301116
1	-0.239903	-0.301116
1	-0.239903	-0.301116
1	-0.239903	-0.301116
1	-0.239903	-0.301116
1	-0.239903	-0.301116
0	-0.239903	-0.301116
0	-0.239903	-0.301116
0	-0.239903	-0.301116
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	-0.109544
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
1	-0.239903	0.0820271
0	-0.239903	0.0820271
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.273599
1	-0.239903	0.46517
1	-0.239903	0.46517
1	-0.239903	0.46517
1	-0.239903	0.46517
1	-0.239903	0.46517
1	-0.239903	0.46517
1	-0.239903	0.46517
1	-0.239903	0.46517
1	-0.239903	0.46517
1	-0.239903	0.46517
1	-0.239903	0.46517
1	-0.239903	0.46517
1	-0.239903	0.46517
1	-0.239903	0.46517
0	-0.239903	0.46517
0	-0.239903	0.46517
1	-0.239903	0.656742
1	-0.239903	0.656742
1	-0.239903	0.656742
1	-0.239903	0.656742
1	-0.239903	0.656742
1	-0.239903	0.656742
1	-0.239903	0.656742
1	-0.239903	0.656742
1	-0.239903	0.656742
1	-0.239903	0.656742
1	-0.239903	0.656742
1	-0.239903	0.656742
1	-0.239903	0.656742
1	-0.239903	0.656742
1	-0.239903	0.848314
1	-0.239903	0.848314
1	-0.239903	0.848314
1	-0.239903	0.848314
1	-0.239903	0.848314
1	-0.239903	0.848314
1	-0.239903	0.848314
1	-0.239903	0.848314
0	-0.239903	0.848314
1	-0.239903	1.03989
1	-0.239903	1.03989
1	-0.239903	1.03989
1	-0.239903	1.03989
0	-0.239903	1.42303
1	-0.239903	1.6146
0	-0.1112	-1.0674
1	-0.1112	-0.875831
1	-0.1112	-0.875831
1	-0.1112	-0.875831
1	-0.1112	-0.875831
1	-0.1112	-0.684259
1	-0.1112	-0.684259
1	-0.1112	-0.684259
1	-0.1112	-0.684259
0	-0.1112	-0.684259
0	-0.1112	-0.684259
0	-0.1112	-0.684259
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.492688
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
1	-0.1112	-0.301116
0	-0.1112	-0.301116
0	-0.1112	-0.301116
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	-0.109544
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
1	-0.1112	0.0820271
0	-0.1112	0.0820271
0	-0.1112	0.0820271
0	-0.1112	0.0820271
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
1	-0.1112	0.273599
0	-0.1112	0.273599
0	-0.1112	0.273599
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.46517
1	-0.1112	0.656742
1	-0.1112	0.656742
1	-0.1112	0.656742
1	-0.1112	0.656742
1	-0.1112	0.656742
1	-0.1112	0.656742
1	-0.1112	0.656742
1	-0.1112	0.656742
1	-0.1112	0.656742
1	-0.1112	0.656742
1	-0.1112	0.656742
1	-0.1112	0.656742
1	-0.1112	0.656742
1	-0.1112	0.656742
1	-0.1112	0.656742
1	-0.1112	0.656742
1	-0.1112	0.848314
1	-0.1112	0.848314
1	-0.1112	0.848314
1	-0.1112	0.848314
1	-0.1112	0.848314
1	-0.1112	0.848314
1	-0.1112	0.848314
1	-0.1112	0.848314
0	-0.1112	0.848314
1	-0.1112	1.03989
1	-0.1112	1.03989
1	-0.1112	1.23146
1	-0.1112	1.23146
1	-0.1112	1.42303
1	-0.1112	1.42303
1	-0.1112	1.6146
0	0.0175037	-1.25897
1	0.0175037	-0.875831
1	0.0175037	-0.875831
1	0.0175037	-0.875831
1	0.0175037	-0.875831
1	0.0175037	-0.875831
1	0.0175037	-0.875831
1	0.0175037	-0.875831
1	0.0175037	-0.684259
1	0.0175037	-0.684259
1	0.0175037	-0.684259
1	0.0175037	-0.684259
1	0.0175037	-0.684259
1	0.0175037	-0.684259
1	0.0175037	-0.684259
1	0.0175037	-0.684259
1	0.0175037	-0.684259
1	0.0175037	-0.684259
1	0.0175037	-0.684259
1	0.0175037	-0.684259
0	0.0175037	-0.684259
1	0.0175037	-0.492688
1	0.0175037	-0.492688
1	0.0175037	-0.492688
1	0.0175037	-0.492688
1	0.0175037	-0.492688
1	0.0175037	-0.492688
1	0.0175037	-0.492688
1	0.0175037	-0.492688
1	0.0175037	-0.492688
1	0.0175037	-0.492688
1	0.0175037	-0.492688
1	0.0175037	-0.492688
0	0.0175037	-0.492688
0	0.0175037	-0.492688
0	0.0175037	-0.492688
0	0.0175037	-0.492688
0	0.0175037	-0.492688
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
1	0.0175037	-0.301116
0	0.0175037	-0.301116
